         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3030    0.027    0.000    0.111    0.000 tf_decorator.py:78(fullargspec_to_signature)
   113299    0.030    0.000    0.111    0.000 feedparser.py:127(__next__)
     1108    0.004    0.000    0.110    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        1    0.000    0.000    0.110    0.110 polyfuncs.py:1(<module>)
     1036    0.018    0.000    0.110    0.000 PlotDataItem.py:928(_getDisplayDataset)
     8768    0.011    0.000    0.110    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        1    0.000    0.000    0.109    0.109 specialpolys.py:1(<module>)
        2    0.000    0.000    0.109    0.054 control_flow.py:1(<module>)
        9    0.000    0.000    0.108    0.012 decorators.py:1(<module>)
        2    0.000    0.000    0.106    0.053 conditional_expressions.py:1(<module>)
        1    0.000    0.000    0.106    0.106 function_step.py:1(<module>)
        1    0.000    0.000    0.106    0.106 dynamic_ragged_shape.py:1(<module>)
        1    0.000    0.000    0.105    0.105 _register_onnx_ops.py:1(<module>)
        1    0.000    0.000    0.105    0.105 dispatch.py:990(decorator)
      606    0.099    0.000    0.105    0.000 {built-in method setHtml}
        1    0.000    0.000    0.104    0.104 zarr.py:1(<module>)
177167/176698    0.079    0.000    0.104    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.103    0.103 rings.py:1(<module>)
      155    0.012    0.000    0.103    0.001 library.py:119(define)
        4    0.000    0.000    0.101    0.025 metrics.py:1(<module>)
        1    0.000    0.000    0.101    0.101 py_builtins.py:1(<module>)
        1    0.000    0.000    0.100    0.100 dispatch.py:922(decorator)
    88060    0.100    0.000    0.100    0.000 _common.py:484(cache_deactivate)
        1    0.000    0.000    0.100    0.100 dtype_scaling.py:1(<module>)
     5162    0.006    0.000    0.099    0.000 _common.py:769(open_text)
       96    0.001    0.000    0.098    0.001 builder.py:48(BuildTopDescriptorsAndMessages)
        1    0.000    0.000    0.098    0.098 system_monitor_core.py:1(<module>)
  541/389    0.097    0.000    0.097    0.000 builder.py:57(BuildMessage)
9083/8993    0.006    0.000    0.097    0.000 __init__.py:101(find_spec)
    14906    0.015    0.000    0.097    0.000 subprocess.py:1880(<genexpr>)
    12522    0.013    0.000    0.096    0.000 pathlib.py:200(_select_from)
  3900/12    0.004    0.000    0.096    0.008 __init__.py:73(import_module)
  3934/12    0.003    0.000    0.096    0.008 <frozen importlib._bootstrap>:1375(_gcd_import)
    30648    0.014    0.000    0.094    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.094    0.094 execute.py:1(<module>)
      315    0.002    0.000    0.093    0.000 deprecation.py:343(deprecated_wrapper)
     2839    0.041    0.000    0.092    0.000 __init__.py:347(__new__)
        4    0.000    0.000    0.092    0.023 layout.py:1(<module>)
        1    0.000    0.000    0.091    0.091 invoke_subgraph.py:1(<module>)
        8    0.000    0.000    0.090    0.011 compiler.py:1(<module>)
        1    0.000    0.000    0.090    0.090 napari_stream_visualizer.py:1(<module>)
    42073    0.044    0.000    0.090    0.000 typing.py:1188(__setattr__)
    13042    0.034    0.000    0.090    0.000 typing.py:175(_type_check)
        1    0.000    0.000    0.090    0.090 codecs.py:1(<module>)
      413    0.032    0.000    0.089    0.000 doccer.py:13(docformat)
   319737    0.088    0.000    0.088    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.088    0.088 layout_pb2.py:1(<module>)
        1    0.000    0.000    0.088    0.088 hints_wrap.py:1(<module>)
        1    0.000    0.000    0.088    0.088 sparse_tensor.py:1(<module>)
753607/748434    0.087    0.000    0.088    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.088    0.088 flex_attention.py:1(<module>)
   254952    0.087    0.000    0.087    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.087    0.043 training.py:1(<module>)
      636    0.001    0.000    0.086    0.000 _compiler.py:573(_code)
        1    0.000    0.000    0.086    0.086 cond_v2.py:1(<module>)
     1102    0.031    0.000    0.086    0.000 {built-in method builtins.dir}
     1110    0.076    0.000    0.085    0.000 <frozen zipimport>:64(__init__)
     1024    0.004    0.000    0.085    0.000 PlotCurveItem.py:424(setData)
      227    0.001    0.000    0.085    0.000 artist.py:1413(__init__)
    10099    0.037    0.000    0.084    0.000 enum.py:390(__setitem__)
     1445    0.003    0.000    0.084    0.000 tf_inspect.py:126(getargspec)
      227    0.026    0.000    0.083    0.000 artist.py:1433(get_aliases)
        3    0.000    0.000    0.083    0.028 module.py:1(<module>)
     1773    0.005    0.000    0.083    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.083    0.083 GPUtil.py:1(<module>)
      2/1    0.000    0.000    0.083    0.083 __init__.py:111(spec_for_distutils)
        1    0.000    0.000    0.082    0.082 pycode.py:1(<module>)
      259    0.002    0.000    0.082    0.000 glob.py:13(glob)
      837    0.003    0.000    0.082    0.000 dataclasses.py:627(_repr_fn)
        1    0.000    0.000    0.082    0.082 codeprinter.py:1(<module>)
     1024    0.028    0.000    0.081    0.000 PlotCurveItem.py:481(updateData)
      123    0.004    0.000    0.081    0.001 autograd.py:23(make_autograd_impl)
   113299    0.062    0.000    0.081    0.000 feedparser.py:77(readline)
        2    0.000    0.000    0.081    0.040 callbacks.py:1(<module>)
    13138    0.041    0.000    0.081    0.000 functools.py:35(update_wrapper)
      128    0.001    0.000    0.080    0.001 _distn_infrastructure.py:782(_construct_doc)
     1219    0.071    0.000    0.080    0.000 {built-in method builtins.eval}
       17    0.000    0.000    0.080    0.005 trace_rules.py:3407(add)
        1    0.000    0.000    0.079    0.079 ObjectFactoryRegistrar.py:1080(PathObjectFactory)
        1    0.000    0.000    0.079    0.079 flex_attention.py:107(__init__)
     1445    0.003    0.000    0.078    0.000 tf_inspect.py:74(_getargspec)
       10    0.000    0.000    0.078    0.008 trace_rules.py:3400(_recompile_re)
        6    0.000    0.000    0.078    0.013 registry.py:1(<module>)
16622/16621    0.008    0.000    0.078    0.000 pathlib.py:551(drive)
     3255    0.002    0.000    0.076    0.000 pathlib.py:447(__fspath__)
   182922    0.040    0.000    0.076    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.076    0.076 cond.py:58(__init__)
        1    0.001    0.001    0.076    0.076 math_ops.py:1(<module>)
    12519    0.021    0.000    0.075    0.000 pathlib.py:1065(_make_child_relpath)
        1    0.000    0.000    0.075    0.075 _triton.py:6(has_triton_package)
      980    0.008    0.000    0.075    0.000 dispatch.py:631(add_type_based_api_dispatcher)
      625    0.001    0.000    0.074    0.000 inspect.py:1038(visit_FunctionDef)
        2    0.000    0.000    0.074    0.037 colormap.py:1(<module>)
        1    0.000    0.000    0.074    0.074 ObjectFactoryRegistrar.py:610(IlluminationObjectFactory)
      255    0.004    0.000    0.073    0.000 __init__.py:1757(cpu_percent)
        3    0.000    0.000    0.073    0.024 debugger.py:1(<module>)
        1    0.000    0.000    0.072    0.072 _axes.py:1(<module>)
        3    0.000    0.000    0.072    0.024 accessors.py:1(<module>)
     1124    0.003    0.000    0.072    0.000 typing.py:740(Optional)
        1    0.000    0.000    0.072    0.072 registry.py:15(run_entrypoints)
 4729/636    0.031    0.000    0.072    0.000 _compiler.py:37(_compile)
      291    0.001    0.000    0.071    0.000 dataclasses.py:638(_frozen_get_del_attr)
     1020    0.001    0.000    0.071    0.000 PlotDataItem.py:87(dataRect)
15767/15764    0.017    0.000    0.070    0.000 pathlib.py:380(with_segments)
     1020    0.008    0.000    0.070    0.000 PlotDataItem.py:59(_updateDataRect)
     4093    0.007    0.000    0.069    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.069    0.069 QtCore.py:1(<module>)
      972    0.004    0.000    0.069    0.000 PlotCurveItem.py:614(getPath)
      474    0.001    0.000    0.069    0.000 basic.py:182(__init_subclass__)
        1    0.000    0.000    0.069    0.069 collections.py:1(<module>)
        1    0.000    0.000    0.068    0.068 compute.py:1(<module>)
      475    0.028    0.000    0.068    0.000 assumptions.py:614(_prepare_class_assumptions)
        1    0.000    0.000    0.068    0.068 eigh.py:1(<module>)
        1    0.000    0.000    0.068    0.068 elu.py:1(<module>)
        1    0.004    0.004    0.068    0.068 enums_compat.py:19(promote_enums)
    33337    0.017    0.000    0.068    0.000 __init__.py:164(match)
        2    0.000    0.000    0.067    0.034 layer.py:1(<module>)
        1    0.000    0.000    0.067    0.067 graph_utils.py:1(<module>)
      257    0.067    0.000    0.067    0.000 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.067    0.067 _diagnostic.py:1(<module>)
        3    0.000    0.000    0.067    0.022 frame.py:1(<module>)
      822    0.001    0.000    0.067    0.000 traceback_utils.py:118(filter_traceback)
     2194    0.008    0.000    0.067    0.000 _ops.py:1054(__getattr__)
4448/4398    0.006    0.000    0.066    0.000 glob.py:60(_iglob)
      951    0.002    0.000    0.066    0.000 traceback.py:221(extract_stack)
        1    0.000    0.000    0.064    0.064 dataset_ops.py:1(<module>)
    90713    0.028    0.000    0.064    0.000 __init__.py:447(_make)
     6499    0.009    0.000    0.064    0.000 typing.py:1147(__init__)
6715/6695    0.046    0.000    0.064    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      964    0.002    0.000    0.064    0.000 PlotCurveItem.py:598(generatePath)
        1    0.000    0.000    0.064    0.064 _attr.py:1(<module>)
        1    0.000    0.000    0.063    0.063 surrogate_models.py:1(<module>)
        1    0.000    0.000    0.063    0.063 _pytest_impl.py:1(<module>)
      951    0.001    0.000    0.063    0.000 traceback.py:377(extract)
     9726    0.009    0.000    0.063    0.000 typing.py:2087(__class_getitem__)
    17294    0.012    0.000    0.063    0.000 <frozen posixpath>:416(abspath)
        1    0.000    0.000    0.062    0.062 ObjectFactoryRegistrar.py:940(MicrobeamManipulationTypeObjectFactory)
     2040    0.015    0.000    0.062    0.000 PlotDataItem.py:70(_getArrayBounds)
      951    0.014    0.000    0.062    0.000 traceback.py:399(_extract_from_extended_frame_gen)
    19504    0.040    0.000    0.062    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.062    0.062 func_graph.py:1(<module>)
      301    0.002    0.000    0.062    0.000 typing.py:1047(_generic_class_getitem)
      329    0.000    0.000    0.062    0.000 api.py:149(jit)
        1    0.000    0.000    0.062    0.062 _infra.py:1(<module>)
    14929    0.062    0.000    0.062    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      964    0.015    0.000    0.062    0.000 functions.py:1952(arrayToQPath)
     2293    0.009    0.000    0.062    0.000 textwrap.py:419(dedent)
      329    0.000    0.000    0.062    0.000 pjit.py:514(make_jit)
        1    0.000    0.000    0.061    0.061 __init__.py:2740(_import_device_backends)
13618/13614    0.016    0.000    0.061    0.000 window_utils.py:43(eventFilter)
        1    0.000    0.000    0.061    0.061 cupy_registry.py:1(<module>)
        1    0.000    0.000    0.061    0.061 completer.py:1(<module>)
    12580    0.007    0.000    0.061    0.000 __init__.py:741(status)
     1425    0.005    0.000    0.060    0.000 typing.py:1449(__getitem__)
        1    0.000    0.000    0.060    0.060 cloud_tpu_init.py:1(<module>)
19504/19497    0.038    0.000    0.060    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
    16622    0.025    0.000    0.060    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      227    0.019    0.000    0.060    0.000 artist.py:1511(get_setters)
        1    0.001    0.001    0.060    0.060 compute.py:312(_make_global_functions)
        1    0.000    0.000    0.060    0.060 _button_widget.py:1(<module>)
    10201    0.007    0.000    0.060    0.000 __init__.py:174(search)
   129198    0.059    0.000    0.059    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.059    0.029 input_layer.py:1(<module>)
      280    0.001    0.000    0.059    0.000 compute.py:296(_wrap_function)
        2    0.000    0.000    0.058    0.029 patches.py:1(<module>)
     1226    0.005    0.000    0.058    0.000 _ops.py:1214(__getattr__)
        1    0.000    0.000    0.058    0.058 _coordinate_descent.py:1(<module>)
     1958    0.004    0.000    0.058    0.000 typing.py:1458(copy_with)
        1    0.000    0.000    0.058    0.058 base_layer.py:1(<module>)
        2    0.000    0.000    0.058    0.029 lazy_gpu_imports.py:18(_check_cuda_available)
        1    0.000    0.000    0.058    0.058 axes3d.py:1(<module>)
143068/142933    0.043    0.000    0.057    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.057    0.028 dist.py:1(<module>)
     1888    0.005    0.000    0.056    0.000 __init__.py:826(_normalized_name)
      2/1    0.000    0.000    0.056    0.056 lazy_gpu_imports.py:146(check_gpu_capability)
        2    0.000    0.000    0.056    0.028 traceback_utils.py:138(error_handler)
        1    0.000    0.000    0.056    0.056 __init__.py:88(is_available)
        1    0.056    0.056    0.056    0.056 {built-in method cupy_backends.cuda.api.runtime.getDeviceCount}
      796    0.003    0.000    0.056    0.000 _pytree.py:994(tree_map_)
        1    0.000    0.000    0.056    0.056 formatter.py:1(<module>)
    12580    0.024    0.000    0.055    0.000 _pslinux.py:1761(oneshot_exit)
        1    0.000    0.000    0.055    0.055 sort_ops.py:1(<module>)
       13    0.000    0.000    0.055    0.004 library.py:625(wrap)
        1    0.000    0.000    0.055    0.055 summary_utils.py:1(<module>)
     8814    0.013    0.000    0.054    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
     6214    0.014    0.000    0.054    0.000 typing_extensions.py:3177(_collect_parameters)
     1159    0.008    0.000    0.054    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.001    0.001    0.053    0.053 nn_ops.py:1(<module>)
      258    0.001    0.000    0.053    0.000 __init__.py:1658(cpu_times)
    12488    0.020    0.000    0.053    0.000 pathlib.py:524(__hash__)
        3    0.000    0.000    0.053    0.018 console.py:1(<module>)
        1    0.000    0.000    0.052    0.052 _jit_internal.py:1(<module>)
      257    0.008    0.000    0.051    0.000 _pslinux.py:545(cpu_times)
        3    0.000    0.000    0.051    0.017 array.py:1(<module>)
8304/8276    0.007    0.000    0.051    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        1    0.000    0.000    0.051    0.051 ObjectFactoryRegistrar.py:1(<module>)
        6    0.000    0.000    0.051    0.008 indexing.py:1(<module>)
        2    0.000    0.000    0.051    0.025 _fft_based.py:1(<module>)
       89    0.000    0.000    0.051    0.001 dispatcher.py:178(add)
        1    0.000    0.000    0.051    0.051 ObjectFactoryRegistrar.py:1731(TimeObjectFactory)
    45723    0.023    0.000    0.051    0.000 typing.py:1134(_is_dunder)
